real pred err   user   film
 4.0 4.1 0.1 3442.0 3578.0
 4.0 4.4 0.4 189.0 593.0
 5.0 4.4 0.6 984.0 1250.0
 3.0 3.1 0.1 2669.0 3534.0
 3.0 4.0 1.0 884.0 1784.0
 4.0 3.0 1.0 75.0 2052.0
 3.0 4.1 1.1 3229.0 1041.0
 3.0 3.4 0.4 4104.0 494.0
 4.0 3.7 0.3 1137.0 2140.0
 5.0 2.8 2.2 223.0 542.0
 4.0 3.7 0.3 1687.0 2150.0
 2.0 3.3 1.3 5367.0 340.0
 2.0 3.7 1.7 5433.0 2968.0
 4.0 4.0 0.0 1243.0 2908.0
 5.0 4.0 1.0 2752.0 2395.0
 2.0 3.4 1.4 997.0 2633.0
 3.0 3.8 0.8 5627.0 3386.0
 5.0 3.9 1.1 1086.0 3039.0
 3.0 2.6 0.4 4365.0 3837.0
 4.0 4.3 0.3 2018.0 1228.0
 2.0 3.2 1.2 1484.0 3712.0
 5.0 4.0 1.0 1019.0 1220.0
 4.0 3.5 0.5 3507.0 647.0
 4.0 3.8 0.2 1017.0 1580.0
 4.0 4.3 0.3 2866.0 969.0
 3.0 2.6 0.4 2743.0 1037.0
 2.0 3.2 1.2 6016.0 252.0
 4.0 2.8 1.2 1434.0 2514.0
 4.0 4.2 0.2 1873.0 2819.0
 3.0 3.4 0.4 308.0 2193.0
 2.0 3.2 1.2 3929.0 2469.0
 3.0 3.7 0.7 3847.0 3753.0
 5.0 4.2 0.8 623.0 3114.0
 3.0 3.6 0.6 5054.0 3948.0
 4.0 4.0 0.0 3080.0 1282.0
 3.0 3.3 0.3 5947.0 2105.0
 5.0 3.7 1.3 1392.0 2916.0
 4.0 3.9 0.1 4186.0 538.0
 4.0 3.1 0.9 5840.0 830.0
 4.0 3.1 0.9 4305.0 2519.0
 4.0 4.2 0.2 4918.0 1358.0
 3.0 2.7 0.3 4508.0 1999.0
 4.0 3.7 0.3 5.0 2029.0
 4.0 3.7 0.3 123.0 1693.0
 3.0 3.5 0.5 4292.0 785.0
 4.0 4.0 0.0 2715.0 1374.0
 3.0 4.0 1.0 2567.0 1610.0
 3.0 2.8 0.2 368.0 830.0
 4.0 3.8 0.2 1299.0 1580.0
 5.0 3.9 1.1 2465.0 3148.0
 3.0 3.9 0.9 1150.0 2333.0
 5.0 4.0 1.0 2928.0 2871.0
 4.0 2.7 1.3 3032.0 499.0
 4.0 4.3 0.3 770.0 3114.0
 3.0 4.1 1.1 3319.0 1296.0
 4.0 3.7 0.3 1194.0 3461.0
 4.0 3.8 0.2 808.0 1215.0
 2.0 3.0 1.0 2060.0 1487.0
 4.0 4.0 0.0 135.0 3160.0
 1.0 3.6 2.6 4711.0 348.0
 1.0 3.4 2.4 3603.0 2414.0
 4.0 3.9 0.1 4048.0 3604.0
 4.0 3.0 1.0 454.0 2613.0
 3.0 3.8 0.8 1227.0 474.0
 4.0 3.7 0.3 2589.0 3100.0
 3.0 3.2 0.2 2776.0 2746.0
 2.0 3.1 1.1 3526.0 2860.0
 5.0 3.4 1.6 3153.0 543.0
 5.0 4.1 0.9 5459.0 356.0
 3.0 3.7 0.7 4309.0 2321.0
 3.0 2.3 0.7 620.0 3248.0
 4.0 2.9 1.1 1119.0 1391.0
 5.0 4.6 0.4 1690.0 318.0
 4.0 3.9 0.1 65.0 34.0
 2.0 3.8 1.8 2870.0 3793.0
 5.0 3.4 1.6 1299.0 2628.0
 5.0 4.0 1.0 3679.0 1663.0
 4.0 3.4 0.6 5367.0 165.0
 5.0 4.3 0.7 4784.0 1225.0
 1.0 2.4 1.4 2847.0 2806.0
 2.0 3.1 1.1 3999.0 2826.0
 3.0 3.3 0.3 5108.0 2290.0
 2.0 3.4 1.4 264.0 224.0
 4.0 3.8 0.2 1598.0 3793.0
 1.0 2.6 1.6 1529.0 3243.0
 3.0 2.4 0.6 5788.0 1590.0
 3.0 3.2 0.2 1819.0 70.0
 5.0 4.5 0.5 3464.0 260.0
 4.0 2.6 1.4 482.0 2365.0
 4.0 3.5 0.5 3271.0 2455.0
 4.0 3.9 0.1 146.0 866.0
 1.0 2.9 1.9 4445.0 3355.0
 4.0 3.8 0.2 4083.0 101.0
 3.0 3.7 0.7 6006.0 587.0
 4.0 3.7 0.3 1509.0 52.0
 4.0 2.8 1.2 1146.0 3696.0
 4.0 4.1 0.1 4169.0 1259.0
 3.0 3.1 0.1 287.0 2702.0
 4.0 3.8 0.2 1530.0 3039.0
 5.0 4.1 0.9 5824.0 150.0
 4.0 3.6 0.4 338.0 3948.0
 3.0 2.5 0.5 195.0 673.0
 2.0 3.4 1.4 5989.0 708.0
 3.0 4.6 1.6 5189.0 750.0
 3.0 4.2 1.2 3000.0 919.0
 1.0 2.8 1.8 4022.0 3660.0
 5.0 2.9 2.1 4032.0 303.0
 5.0 4.1 0.9 1264.0 741.0
 3.0 3.9 0.9 3768.0 1073.0
 3.0 4.0 1.0 179.0 1265.0
 2.0 2.4 0.4 3808.0 505.0
 4.0 3.5 0.5 457.0 1347.0
 5.0 3.7 1.3 5142.0 2406.0
 4.0 4.0 0.0 4841.0 2599.0
 2.0 2.0 0.0 4308.0 2701.0
 2.0 3.0 1.0 4004.0 2976.0
 4.0 3.5 0.5 801.0 2240.0
 3.0 3.7 0.7 881.0 281.0
 4.0 4.2 0.2 1451.0 1287.0
 5.0 4.0 1.0 4898.0 778.0
 5.0 3.8 1.2 5938.0 1215.0
 4.0 3.7 0.3 5780.0 280.0
 5.0 3.0 2.0 4801.0 3257.0
 3.0 3.6 0.6 4928.0 2291.0
 3.0 2.4 0.6 4837.0 1975.0
 3.0 3.4 0.4 3017.0 2836.0
 3.0 3.4 0.4 5882.0 2011.0
 3.0 3.8 0.8 710.0 3552.0
 5.0 4.3 0.7 5743.0 593.0
 5.0 4.4 0.6 1239.0 2858.0
 3.0 3.6 0.6 3201.0 3812.0
 4.0 2.6 1.4 3659.0 3316.0
 3.0 3.8 0.8 3265.0 2948.0
 4.0 3.7 0.3 239.0 1094.0
 3.0 2.7 0.3 5728.0 370.0
 4.0 2.3 1.7 4666.0 765.0
 2.0 4.0 2.0 1114.0 1643.0
 2.0 3.7 1.7 5054.0 1873.0
 1.0 2.4 1.4 4451.0 312.0
 2.0 3.1 1.1 710.0 1753.0
 4.0 4.1 0.1 2832.0 1446.0
 3.0 2.4 0.6 1142.0 2170.0
 3.0 3.6 0.6 441.0 3932.0
 4.0 3.7 0.3 3466.0 1957.0
 3.0 4.4 1.4 5265.0 2731.0
 3.0 3.7 0.7 338.0 2076.0
 4.0 4.2 0.2 4914.0 1036.0
 5.0 3.8 1.2 4645.0 2394.0
 3.0 2.9 0.1 1704.0 2148.0
 3.0 3.2 0.2 1537.0 3535.0
 4.0 3.9 0.1 1288.0 36.0
 3.0 3.7 0.7 2489.0 235.0
 4.0 4.4 0.4 3017.0 593.0
 5.0 4.6 0.4 4072.0 50.0
 2.0 2.7 0.7 2181.0 273.0
 3.0 3.4 0.4 1354.0 1587.0
 4.0 2.5 1.5 5837.0 548.0
 4.0 3.3 0.7 5879.0 224.0
 5.0 3.8 1.2 2737.0 1094.0
 5.0 3.7 1.3 2862.0 3753.0
 2.0 3.4 1.4 2361.0 2628.0
 4.0 3.9 0.1 3538.0 3060.0
 4.0 2.8 1.2 3836.0 2052.0
 4.0 3.5 0.5 1088.0 2006.0
 4.0 4.1 0.1 2660.0 1.0
 4.0 4.0 0.0 3420.0 3363.0
 2.0 2.8 0.8 746.0 95.0
 3.0 4.3 1.3 796.0 1256.0
 2.0 2.8 0.8 1420.0 662.0
 3.0 3.3 0.3 638.0 3409.0
 4.0 3.5 0.5 1051.0 2006.0
 1.0 3.9 2.9 1150.0 2716.0
 4.0 2.6 1.4 4732.0 2354.0
 4.0 4.0 0.0 451.0 1931.0
 3.0 3.2 0.2 528.0 3452.0
 3.0 3.8 0.8 1010.0 16.0
 2.0 2.8 0.8 4078.0 1983.0
 3.0 3.0 0.0 3626.0 2741.0
 5.0 4.0 1.0 2124.0 3135.0
 3.0 4.1 1.1 796.0 1935.0
 5.0 4.4 0.6 5432.0 3134.0
 3.0 3.0 0.0 881.0 426.0
 3.0 3.0 0.0 2264.0 2478.0
 4.0 2.8 1.2 4961.0 3841.0
 5.0 4.3 0.7 3781.0 1358.0
 4.0 3.9 0.1 1034.0 3871.0
 4.0 3.6 0.4 1741.0 493.0
 5.0 4.6 0.4 3259.0 745.0
 3.0 4.4 1.4 2500.0 912.0
 1.0 3.4 2.4 1412.0 2683.0
 4.0 3.2 0.8 955.0 381.0
 5.0 4.3 0.7 2205.0 608.0
 2.0 4.2 2.2 5604.0 1214.0
 4.0 4.2 0.2 4918.0 1214.0
 5.0 3.8 1.2 3308.0 588.0
 4.0 3.6 0.4 2127.0 524.0
 2.0 4.0 2.0 3986.0 1641.0
 4.0 2.8 1.2 109.0 1702.0
 3.0 3.1 0.1 2708.0 2485.0
 5.0 3.8 1.2 2913.0 1845.0
 4.0 3.6 0.4 1598.0 671.0
 3.0 3.9 0.9 5738.0 3521.0
 4.0 3.1 0.9 1284.0 3247.0
 3.0 3.9 0.9 5100.0 334.0
 4.0 3.7 0.3 5322.0 94.0
 4.0 3.7 0.3 3182.0 3071.0
 2.0 3.3 1.3 2841.0 648.0
 2.0 2.6 0.6 2131.0 3500.0
 2.0 2.9 0.9 4635.0 273.0
 4.0 3.1 0.9 4508.0 532.0
 3.0 3.5 0.5 2063.0 2090.0
 5.0 4.5 0.5 1381.0 1198.0
 4.0 3.9 0.1 4626.0 1641.0
 2.0 3.0 1.0 1069.0 2168.0
 1.0 2.4 1.4 1747.0 2458.0
 5.0 4.1 0.9 5286.0 1307.0
 5.0 4.4 0.6 3194.0 2762.0
 4.0 2.9 1.1 5493.0 1848.0
 4.0 3.5 0.5 1466.0 2628.0
 1.0 2.9 1.9 4732.0 1377.0
 3.0 3.8 0.8 2239.0 1682.0
 5.0 3.6 1.4 5513.0 1186.0
 3.0 3.3 0.3 6000.0 1552.0
 4.0 3.4 0.6 3167.0 2985.0
 4.0 4.4 0.4 5165.0 1172.0
 2.0 3.3 1.3 4356.0 3049.0
 3.0 3.7 0.7 2857.0 431.0
 4.0 3.7 0.3 3038.0 1580.0
 3.0 2.7 0.3 4041.0 459.0
 3.0 3.7 0.7 5394.0 596.0
 3.0 3.5 0.5 5148.0 2763.0
 5.0 4.2 0.8 1738.0 2997.0
 3.0 3.3 0.3 2383.0 2759.0
 5.0 3.2 1.8 3681.0 1917.0
 4.0 3.1 0.9 4085.0 2724.0
 3.0 3.0 0.0 5492.0 3156.0
 1.0 4.1 3.1 2611.0 1293.0
 4.0 3.7 0.3 3208.0 2321.0
 3.0 3.3 0.3 463.0 7.0
 2.0 3.2 1.2 302.0 1753.0
 4.0 3.4 0.6 406.0 2023.0
 4.0 4.4 0.4 2724.0 593.0
 4.0 3.8 0.2 3110.0 2912.0
 2.0 3.8 1.8 2592.0 2716.0
 1.0 3.4 2.4 1761.0 680.0
 3.0 4.2 1.2 5209.0 1358.0
 3.0 3.8 0.8 777.0 3039.0
 4.0 3.4 0.6 1958.0 1892.0
 3.0 3.7 0.7 1980.0 1907.0
 2.0 3.8 1.8 1875.0 3793.0
 4.0 3.9 0.1 5333.0 1923.0
 3.0 2.5 0.5 5738.0 1771.0
 5.0 3.5 1.5 445.0 780.0
 3.0 4.1 1.1 4002.0 1201.0
 1.0 3.5 2.5 3982.0 3301.0
 5.0 4.1 0.9 1425.0 2761.0
 1.0 3.9 2.9 5787.0 34.0
 4.0 3.2 0.8 4217.0 2447.0
 4.0 3.9 0.1 5340.0 1571.0
 3.0 4.1 1.1 2670.0 1259.0
 3.0 3.9 0.9 3411.0 2268.0
 1.0 3.4 2.4 2748.0 3032.0
 2.0 3.1 1.1 4193.0 3272.0
 5.0 4.1 0.9 3754.0 1036.0
 2.0 3.1 1.1 2383.0 1479.0
 4.0 3.5 0.5 5643.0 2272.0
 3.0 3.7 0.7 5220.0 2321.0
 4.0 3.6 0.4 474.0 3627.0
 5.0 4.0 1.0 4069.0 3083.0
 3.0 4.1 1.1 3029.0 2501.0
 3.0 2.8 0.2 1889.0 2241.0
 1.0 3.4 2.4 4009.0 1059.0
 1.0 3.2 2.2 5878.0 3863.0
 2.0 4.3 2.3 4186.0 2571.0
 4.0 3.9 0.1 1884.0 3168.0
 4.0 4.4 0.4 5639.0 908.0
 3.0 4.4 1.4 3519.0 1221.0
 5.0 4.4 0.6 4207.0 1221.0
 4.0 3.8 0.2 1675.0 1408.0
 4.0 4.3 0.3 4506.0 1358.0
 4.0 3.7 0.3 3018.0 3284.0
 5.0 3.9 1.1 4681.0 1041.0
 3.0 2.6 0.4 5580.0 499.0
 5.0 3.9 1.1 2581.0 515.0
 5.0 4.2 0.8 5085.0 1307.0
 5.0 3.9 1.1 3331.0 2355.0
 5.0 4.0 1.0 1395.0 3481.0
 4.0 4.0 0.0 81.0 2303.0
 3.0 3.7 0.7 4140.0 1127.0
 4.0 3.7 0.3 2343.0 1380.0
 3.0 3.2 0.2 3814.0 3649.0
 3.0 4.3 1.3 4930.0 910.0
 3.0 2.8 0.2 1778.0 2082.0
 4.0 3.5 0.5 3885.0 2553.0
 3.0 3.9 0.9 2402.0 2511.0
 4.0 4.0 0.0 411.0 1960.0
 4.0 3.7 0.3 5678.0 1306.0
 5.0 4.3 0.7 4277.0 954.0
 4.0 4.1 0.1 4388.0 1231.0
 5.0 4.0 1.0 4169.0 3075.0
 3.0 3.8 0.8 4585.0 1748.0
 3.0 3.3 0.3 4662.0 3623.0
 5.0 4.6 0.4 5551.0 858.0
 3.0 2.7 0.3 5158.0 2354.0
 3.0 4.0 1.0 5353.0 223.0
 3.0 3.7 0.7 3206.0 2276.0
 4.0 3.0 1.0 1842.0 1404.0
 3.0 3.9 0.9 975.0 1357.0
 5.0 4.5 0.5 5253.0 904.0
 1.0 3.2 2.2 1229.0 3457.0
 1.0 3.0 2.0 1207.0 1866.0
 2.0 2.8 0.8 3648.0 2269.0
 3.0 3.7 0.7 509.0 1873.0
 3.0 2.8 0.2 566.0 3287.0
 3.0 1.6 1.4 2902.0 2536.0
 3.0 3.2 0.2 92.0 2694.0
 2.0 2.7 0.7 4578.0 3500.0
 4.0 3.2 0.8 3806.0 2657.0
 5.0 4.1 0.9 322.0 3363.0
 4.0 4.5 0.5 478.0 1212.0
 4.0 3.7 0.3 4388.0 1127.0
 5.0 4.6 0.4 3885.0 1148.0
 4.0 3.9 0.1 1779.0 3910.0
 2.0 3.9 1.9 2843.0 2160.0
 4.0 3.1 0.9 2042.0 2641.0
 5.0 4.4 0.6 2289.0 2028.0
 3.0 3.7 0.7 2489.0 3256.0
 4.0 3.1 0.9 6019.0 736.0
 3.0 3.2 0.2 1254.0 1821.0
 4.0 3.4 0.6 692.0 3298.0
 4.0 4.0 0.0 2559.0 590.0
 4.0 3.6 0.4 4750.0 1032.0
 4.0 3.5 0.5 1980.0 417.0
 5.0 4.0 1.0 2645.0 1097.0
 5.0 3.5 1.5 5312.0 2985.0
 1.0 2.6 1.6 1133.0 1501.0
 5.0 4.1 0.9 4322.0 1950.0
 3.0 2.9 0.1 5317.0 1816.0
 4.0 3.8 0.2 3483.0 3100.0
 2.0 1.6 0.4 1425.0 1731.0
 2.0 2.1 0.1 1501.0 833.0
 4.0 3.8 0.2 1505.0 2797.0
 5.0 4.1 0.9 2313.0 924.0
 5.0 4.4 0.6 3320.0 2571.0
 5.0 4.2 0.8 3469.0 1242.0
 5.0 3.5 1.5 5837.0 3107.0
 4.0 3.8 0.2 3707.0 1466.0
 4.0 4.0 0.0 6036.0 150.0
 5.0 3.7 1.3 1635.0 3071.0
 1.0 2.1 1.1 5684.0 173.0
 5.0 3.5 1.5 5056.0 1376.0
 3.0 3.4 0.4 1882.0 3174.0
 1.0 4.1 3.1 4387.0 1927.0
 4.0 3.9 0.1 3864.0 1946.0
 4.0 3.4 0.6 5488.0 1611.0
 1.0 3.3 2.3 385.0 1589.0
 2.0 3.0 1.0 2223.0 3.0
 4.0 2.5 1.5 5779.0 436.0
 5.0 4.6 0.4 2265.0 1198.0
 5.0 4.0 1.0 376.0 2686.0
 3.0 2.4 0.6 4161.0 3777.0
 4.0 3.6 0.4 2383.0 1057.0
 3.0 3.7 0.7 5599.0 3267.0
 4.0 3.9 0.1 1680.0 2076.0
 2.0 2.8 0.8 2109.0 3918.0
 1.0 2.6 1.6 1340.0 1043.0
 2.0 4.1 2.1 4427.0 1259.0
 1.0 3.0 2.0 1045.0 3785.0
 4.0 3.3 0.7 5102.0 1088.0
 5.0 4.0 1.0 294.0 759.0
 5.0 4.0 1.0 3135.0 1243.0
 4.0 3.6 0.4 5485.0 2407.0
 5.0 3.3 1.7 3153.0 3617.0
 4.0 3.8 0.2 4139.0 1484.0
 1.0 2.6 1.6 4575.0 2428.0
 5.0 3.8 1.2 563.0 2018.0
 2.0 3.0 1.0 4520.0 426.0
 4.0 3.7 0.3 73.0 671.0
 4.0 4.3 0.3 1483.0 2571.0
 5.0 3.6 1.4 3378.0 968.0
 5.0 3.7 1.3 1015.0 509.0
 2.0 4.2 2.2 3504.0 111.0
 3.0 3.3 0.3 604.0 3219.0
 5.0 4.6 0.4 2900.0 50.0
 3.0 4.2 1.2 1875.0 1235.0
 1.0 2.3 1.3 2098.0 3895.0
 2.0 2.9 0.9 4658.0 1544.0
 3.0 3.9 0.9 780.0 364.0
 1.0 3.3 2.3 2063.0 3005.0
 5.0 3.8 1.2 4238.0 480.0
 5.0 4.3 0.7 3696.0 1213.0
 4.0 3.5 0.5 5026.0 3032.0
 5.0 3.6 1.4 1865.0 571.0
 4.0 3.7 0.3 23.0 1912.0
 5.0 3.6 1.4 505.0 2406.0
 3.0 2.3 0.7 2857.0 3709.0
 4.0 3.8 0.2 1701.0 16.0
 4.0 4.3 0.3 5432.0 1949.0
 4.0 3.5 0.5 520.0 1721.0
 1.0 3.7 2.7 3551.0 2987.0
 5.0 3.0 2.0 1300.0 2710.0
 3.0 4.0 1.0 699.0 3507.0
 4.0 3.7 0.3 5516.0 1672.0
 1.0 2.9 1.9 3196.0 532.0
 4.0 3.4 0.6 2025.0 1799.0
 4.0 4.3 0.3 919.0 1247.0
 5.0 4.0 1.0 1021.0 36.0
 2.0 3.3 1.3 2507.0 597.0
 3.0 3.9 0.9 5991.0 2664.0
 3.0 3.7 0.7 4440.0 2401.0
 3.0 3.8 0.8 1125.0 300.0
 4.0 4.0 0.0 1880.0 1270.0
 4.0 3.8 0.2 5046.0 1635.0
 5.0 4.2 0.8 444.0 1288.0
 3.0 3.6 0.6 3888.0 39.0
 5.0 4.2 0.8 3057.0 2692.0
 4.0 3.7 0.3 1980.0 1517.0
 4.0 3.3 0.7 1306.0 361.0
 4.0 3.9 0.1 4277.0 902.0
 4.0 3.5 0.5 1096.0 1061.0
 1.0 3.1 2.1 4708.0 2059.0
 3.0 3.2 0.2 252.0 780.0
 5.0 4.2 0.8 4076.0 3147.0
 2.0 4.1 2.1 5249.0 1270.0
 3.0 3.7 0.7 4042.0 3266.0
 4.0 3.8 0.2 3970.0 1962.0
 4.0 2.9 1.1 4387.0 2717.0
 3.0 3.4 0.4 4922.0 377.0
 3.0 3.0 0.0 2040.0 2710.0
 3.0 3.0 0.0 4315.0 724.0
 4.0 4.2 0.2 1392.0 1240.0
 2.0 3.2 1.2 6001.0 367.0
 4.0 3.7 0.3 4312.0 1343.0
 3.0 2.1 0.9 4784.0 1562.0
 2.0 3.0 1.0 1150.0 216.0
 1.0 3.2 2.2 2124.0 1711.0
 3.0 3.7 0.7 4458.0 501.0
 4.0 2.5 1.5 543.0 420.0
 2.0 2.1 0.1 1034.0 3824.0
 3.0 3.6 0.6 2909.0 3108.0
 4.0 4.4 0.4 3408.0 2571.0
 5.0 3.9 1.1 18.0 2739.0
 3.0 3.1 0.1 2841.0 2393.0
 3.0 3.5 0.5 1962.0 1057.0
 5.0 4.3 0.7 4732.0 1217.0
 5.0 4.2 0.8 546.0 2396.0
 3.0 2.9 0.1 3618.0 479.0
 3.0 4.1 1.1 1495.0 1.0
 3.0 3.0 0.0 70.0 2881.0
 5.0 4.1 0.9 2114.0 589.0
 4.0 3.4 0.6 1107.0 1476.0
 4.0 3.8 0.2 1899.0 508.0
 4.0 3.2 0.8 3578.0 852.0
 4.0 4.1 0.1 2693.0 1086.0
 5.0 3.4 1.6 5083.0 22.0
 3.0 3.8 0.8 4063.0 3072.0
 3.0 3.3 0.3 5720.0 292.0
 3.0 3.7 0.7 1680.0 441.0
 4.0 3.1 0.9 5848.0 2405.0
 5.0 3.9 1.1 1213.0 1784.0
 3.0 3.6 0.6 1306.0 180.0
 5.0 3.5 1.5 1857.0 1029.0
 2.0 3.2 1.2 3216.0 1375.0
 5.0 3.7 1.3 5232.0 1580.0
 4.0 3.8 0.2 3231.0 3448.0
 1.0 3.3 2.3 5420.0 3055.0
 4.0 3.9 0.1 1503.0 2872.0
 4.0 2.8 1.2 4094.0 3285.0
 3.0 3.5 0.5 1091.0 1544.0
 2.0 3.1 1.1 1051.0 586.0
 4.0 4.0 0.0 1866.0 3481.0
 2.0 3.0 1.0 2456.0 2405.0
 4.0 3.3 0.7 3342.0 2881.0
 4.0 3.7 0.3 5805.0 2968.0
 4.0 3.5 0.5 855.0 412.0
 4.0 2.5 1.5 1757.0 172.0
 1.0 2.6 1.6 1636.0 3316.0
 2.0 3.5 1.5 2205.0 2490.0
 1.0 2.1 1.1 2156.0 1882.0
 2.0 2.8 0.8 3836.0 3697.0
 4.0 3.1 0.9 550.0 371.0
 2.0 2.1 0.1 5443.0 93.0
 3.0 3.4 0.4 1343.0 648.0
 5.0 4.3 0.7 2967.0 1189.0
 5.0 4.2 0.8 4118.0 3114.0
 1.0 3.7 2.7 1017.0 1241.0
 5.0 4.5 0.5 550.0 720.0
 3.0 2.9 0.1 1985.0 1690.0
 4.0 4.2 0.2 97.0 942.0
 3.0 3.2 0.2 1748.0 999.0
 5.0 3.6 1.4 5722.0 39.0
 4.0 3.4 0.6 4447.0 2527.0
 4.0 3.9 0.1 1199.0 440.0
 4.0 4.2 0.2 2689.0 1104.0
 5.0 4.0 1.0 5324.0 428.0
 5.0 4.5 0.5 3813.0 904.0
 5.0 4.0 1.0 4028.0 1079.0
 5.0 3.4 1.6 3358.0 1059.0
 3.0 3.7 0.7 1752.0 3256.0
 3.0 4.0 1.0 99.0 1097.0
 3.0 3.0 0.0 5083.0 3120.0
 3.0 3.5 0.5 4016.0 2141.0
 1.0 3.1 2.1 4161.0 3850.0
 4.0 3.4 0.6 869.0 3608.0
 4.0 3.5 0.5 5430.0 1031.0
 3.0 3.6 0.6 1356.0 661.0
 1.0 2.5 1.5 770.0 2004.0
 5.0 4.3 0.7 2497.0 911.0
 4.0 3.8 0.2 2537.0 2212.0
 4.0 3.6 0.4 1056.0 253.0
 1.0 3.7 2.7 2883.0 1959.0
 2.0 3.2 1.2 3934.0 3798.0
 4.0 3.7 0.3 4482.0 3713.0
 4.0 3.2 0.8 5501.0 3712.0
 4.0 2.5 1.5 2954.0 3004.0
 1.0 2.8 1.8 4447.0 2072.0
 4.0 3.1 0.9 528.0 1422.0
 5.0 4.7 0.3 5791.0 858.0
 2.0 3.0 1.0 1491.0 2478.0
 4.0 3.4 0.6 5061.0 1777.0
 4.0 3.1 0.9 3409.0 2320.0
 3.0 4.3 1.3 3329.0 1247.0
 4.0 3.9 0.1 4122.0 2395.0
 4.0 3.9 0.1 1577.0 2395.0
 3.0 2.8 0.2 151.0 987.0
 5.0 4.4 0.6 1427.0 1196.0
 3.0 3.2 0.2 4026.0 3263.0
 4.0 4.2 0.2 3641.0 1952.0
 3.0 4.4 1.4 937.0 296.0
 3.0 3.3 0.3 3576.0 1917.0
 4.0 3.2 0.8 52.0 70.0
 2.0 4.1 2.1 3841.0 2396.0
 1.0 2.1 1.1 818.0 160.0
 5.0 3.9 1.1 5035.0 597.0
 2.0 2.2 0.2 5605.0 2995.0
 4.0 3.2 0.8 735.0 3300.0
 1.0 3.8 2.8 3003.0 3168.0
 5.0 4.0 1.0 3304.0 3735.0
 5.0 3.8 1.2 1243.0 1673.0
 4.0 3.5 0.5 1312.0 610.0
 4.0 3.7 0.3 5091.0 509.0
 4.0 4.9 0.9 2881.0 2931.0
 5.0 4.4 0.6 3163.0 1252.0
 5.0 3.4 1.6 5100.0 837.0
 4.0 4.4 0.4 5832.0 2028.0
 4.0 3.4 0.6 3308.0 2361.0
 5.0 4.5 0.5 2203.0 750.0
 2.0 3.4 1.4 4800.0 780.0
 4.0 3.7 0.3 5070.0 671.0
 2.0 3.4 1.4 3079.0 3250.0
 4.0 4.1 0.1 1879.0 1294.0
 4.0 3.5 0.5 5333.0 988.0
 4.0 3.6 0.4 352.0 2114.0
 5.0 4.1 0.9 1099.0 2908.0
 3.0 3.8 0.8 4728.0 567.0
 4.0 3.1 0.9 4335.0 2524.0
 4.0 3.8 0.2 822.0 1584.0
 2.0 3.6 1.6 3475.0 3527.0
 5.0 3.8 1.2 5384.0 1914.0
 4.0 3.8 0.2 2073.0 3067.0
 3.0 4.0 1.0 1137.0 3911.0
 4.0 4.1 0.1 4227.0 1259.0
 1.0 2.7 1.7 3609.0 2052.0
 4.0 3.4 0.6 5643.0 3524.0
 4.0 2.7 1.3 4294.0 3248.0
 3.0 3.2 0.2 1837.0 2012.0
 3.0 3.5 0.5 5831.0 3635.0
 4.0 3.1 0.9 5956.0 2710.0
 4.0 3.4 0.6 5946.0 2424.0
 3.0 4.1 1.1 1660.0 1041.0
 2.0 2.2 0.2 3999.0 93.0
 2.0 3.8 1.8 1543.0 3386.0
 3.0 3.1 0.1 295.0 24.0
 2.0 3.9 1.9 27.0 2138.0
 2.0 3.1 1.1 3018.0 288.0
 3.0 4.0 1.0 5480.0 223.0
 3.0 3.4 0.4 1528.0 2572.0
 4.0 4.1 0.1 5363.0 1200.0
 5.0 4.1 0.9 225.0 1041.0
 2.0 3.5 1.5 777.0 1017.0
 4.0 2.3 1.7 3807.0 2995.0
 3.0 3.3 0.3 5492.0 2003.0
 3.0 4.4 1.4 4808.0 1234.0
 4.0 3.9 0.1 1342.0 480.0
 5.0 3.2 1.8 1645.0 317.0
 3.0 3.1 0.1 1183.0 2405.0
 4.0 4.3 0.3 3126.0 1358.0
 3.0 3.5 0.5 2751.0 2100.0
 4.0 3.6 0.4 4671.0 2001.0
 4.0 4.2 0.2 3293.0 110.0
 5.0 3.8 1.2 4445.0 2312.0
 4.0 2.6 1.4 714.0 1831.0
 5.0 4.0 1.0 2237.0 1834.0
 5.0 4.3 0.7 2023.0 2692.0
 4.0 3.7 0.3 3157.0 1376.0
 3.0 3.6 0.6 2453.0 2915.0
 4.0 3.9 0.1 1897.0 2797.0
 3.0 3.8 0.8 1470.0 2212.0
 5.0 3.4 1.6 4508.0 1570.0
 3.0 3.9 0.9 2026.0 974.0
 5.0 3.8 1.2 5522.0 1186.0
 5.0 4.1 0.9 3045.0 965.0
 4.0 3.4 0.6 1750.0 3298.0
 4.0 3.6 0.4 1748.0 733.0
 3.0 3.3 0.3 3425.0 159.0
 4.0 3.6 0.4 4951.0 2687.0
 4.0 3.7 0.3 1889.0 1343.0
 5.0 4.1 0.9 3315.0 589.0
 5.0 4.0 1.0 5220.0 1923.0
 3.0 3.4 0.4 4085.0 1805.0
 4.0 3.7 0.3 5794.0 1019.0
 4.0 3.9 0.1 4352.0 1921.0
 4.0 4.0 0.0 605.0 1270.0
 3.0 3.9 0.9 5759.0 594.0
 5.0 3.8 1.2 1408.0 1321.0
 2.0 3.4 1.4 3189.0 3450.0
 1.0 2.6 1.6 5874.0 2402.0
 4.0 3.0 1.0 1032.0 294.0
 4.0 3.7 0.3 36.0 2118.0
