real wU wUE  wI wIE  user  film
 4.0 2.1 1.9 3.8 0.2 4313.0 94.0
 2.5 1.6 0.9 3.7 1.2 4525.0 467.0
 3.5 1.8 1.7 3.3 0.2 2232.0 211.0
 1.5 3.0 1.5 3.6 2.1 653.0 432.0
 4.5 3.5 1.0 4.2 0.3 474.0 308.0
 5.0 3.0 2.0 3.9 1.1 38.0 344.0
 4.0 1.4 2.6 3.4 0.6 4731.0 563.0
 3.5 1.0 2.5 2.8 0.7 3512.0 546.0
 4.5 2.5 2.0 3.1 1.4 376.0 581.0
 1.5 1.2 0.3 2.8 1.3 7520.0 474.0
 2.0 2.2 0.2 3.1 1.1 935.0 219.0
 3.0 2.7 0.3 3.5 0.5 1635.0 432.0
 1.5 2.5 1.0 3.6 2.1 308.0 422.0
 4.5 2.1 2.4 3.5 1.0 372.0 293.0
 4.5 2.8 1.7 3.8 0.7 40.0 267.0
 4.0 2.3 1.7 4.2 0.2 2315.0 186.0
 1.0 2.1 1.1 2.3 1.3 721.0 579.0
 4.0 2.2 1.8 3.6 0.4 2361.0 201.0
 4.0 1.5 2.5 3.9 0.1 1046.0 563.0
 2.0 2.3 0.3 3.1 1.1 367.0 55.0
 2.5 1.3 1.2 3.3 0.8 1063.0 467.0
 4.0 1.5 2.5 2.3 1.7 3800.0 293.0
 2.0 2.1 0.1 3.0 1.0 6597.0 362.0
 4.0 2.3 1.7 3.2 0.8 3582.0 533.0
 5.0 3.1 1.9 4.1 0.9 402.0 591.0
 1.0 1.8 0.8 3.1 2.1 725.0 14.0
 3.0 2.3 0.7 4.2 1.2 893.0 573.0
 5.0 3.0 2.0 2.0 3.0 853.0 289.0
 3.0 2.2 0.8 3.7 0.7 174.0 385.0
 4.0 2.9 1.1 3.0 1.0 87.0 191.0
 3.5 2.2 1.3 3.8 0.3 289.0 499.0
 4.0 2.2 1.8 3.9 0.1 1696.0 204.0
 4.0 2.7 1.3 3.9 0.1 197.0 74.0
 3.0 2.1 0.9 3.8 0.8 4589.0 118.0
 5.0 2.5 2.5 3.9 1.1 519.0 462.0
 2.5 2.1 0.4 3.5 1.0 507.0 460.0
 3.0 2.2 0.8 2.9 0.1 2120.0 515.0
 4.0 2.7 1.3 4.0 0.0 630.0 93.0
 3.0 2.6 0.4 2.7 0.3 240.0 362.0
 5.0 3.7 1.3 3.7 1.3 417.0 274.0
 1.0 2.5 1.5 2.9 1.9 689.0 665.0
 5.0 3.5 1.5 4.1 0.9 402.0 449.0
 4.0 1.9 2.1 3.8 0.2 416.0 474.0
 3.0 2.9 0.1 3.9 0.9 204.0 6.0
 4.0 2.8 1.2 3.9 0.1 519.0 51.0
 5.0 2.3 2.7 3.5 1.5 94.0 284.0
 4.5 3.4 1.1 3.1 1.4 145.0 286.0
 5.0 1.7 3.3 3.3 1.7 3355.0 574.0
 3.0 2.1 0.9 3.9 0.9 359.0 467.0
 3.5 3.1 0.4 3.8 0.3 467.0 319.0
 2.0 1.7 0.3 3.5 1.5 2753.0 460.0
 3.0 2.8 0.2 3.8 0.8 196.0 184.0
 3.0 2.2 0.8 3.3 0.3 621.0 357.0
 5.0 2.2 2.8 3.7 1.3 1867.0 663.0
 1.5 1.8 0.3 3.3 1.8 16.0 556.0
 4.0 2.7 1.3 4.1 0.1 143.0 76.0
 4.0 2.0 2.0 3.1 0.9 552.0 211.0
 3.0 2.0 1.0 2.3 0.7 2092.0 533.0
 3.0 1.9 1.1 2.4 0.6 2951.0 411.0
 3.0 1.8 1.2 3.2 0.2 1456.0 72.0
 3.0 3.3 0.3 3.2 0.2 2236.0 120.0
 3.5 1.5 2.0 3.6 0.1 112.0 261.0
 2.0 2.2 0.2 2.8 0.8 151.0 604.0
 5.0 3.3 1.7 4.1 0.9 173.0 518.0
 4.0 1.3 2.7 3.5 0.5 2729.0 563.0
 4.0 3.0 1.0 3.9 0.1 1041.0 82.0
 5.0 0.9 4.1 3.4 1.6 8251.0 546.0
 3.0 3.1 0.1 3.0 0.0 705.0 322.0
 2.0 2.6 0.6 2.7 0.7 52.0 240.0
 0.5 2.8 2.3 4.0 3.5 49.0 19.0
 4.0 2.4 1.6 3.8 0.2 1464.0 614.0
 3.0 1.3 1.7 3.5 0.5 4227.0 563.0
 4.5 2.2 2.3 3.8 0.7 3415.0 186.0
 3.0 2.8 0.2 2.9 0.1 905.0 341.0
 2.0 1.1 0.9 2.4 0.4 1602.0 14.0
 2.0 1.2 0.8 2.0 0.0 6041.0 310.0
 2.0 1.4 0.6 2.6 0.6 1305.0 451.0
 2.0 2.3 0.3 1.9 0.1 2005.0 267.0
 3.0 1.0 2.0 3.5 0.5 5911.0 623.0
 2.5 0.9 1.6 3.4 0.9 7940.0 546.0
 4.0 2.1 1.9 4.0 0.0 3778.0 573.0
 5.0 2.5 2.5 4.0 1.0 871.0 586.0
 2.0 2.0 0.0 2.9 0.9 2275.0 451.0
 4.0 1.8 2.2 2.7 1.3 885.0 29.0
 3.0 2.6 0.4 3.5 0.5 462.0 372.0
 3.0 1.4 1.6 3.8 0.8 2156.0 310.0
 3.0 2.3 0.7 3.3 0.3 861.0 597.0
 4.0 2.0 2.0 3.6 0.4 1.0 574.0
 3.5 1.6 1.9 4.0 0.5 4578.0 451.0
 4.0 2.8 1.2 3.3 0.7 876.0 176.0
 1.5 3.1 1.6 3.6 2.1 496.0 124.0
 4.0 1.7 2.3 3.8 0.2 1124.0 528.0
 3.5 2.7 0.8 3.5 0.0 88.0 19.0
 3.5 1.8 1.7 3.0 0.5 4951.0 401.0
 3.5 2.6 0.9 4.0 0.5 129.0 156.0
 4.0 1.6 2.4 3.5 0.5 5059.0 198.0
 3.0 1.8 1.2 3.8 0.8 4436.0 471.0
 4.0 2.7 1.3 4.0 0.0 188.0 471.0
 3.0 3.0 0.0 3.3 0.3 361.0 670.0
 4.5 1.7 2.8 3.4 1.1 1960.0 72.0
 2.5 1.9 0.6 3.3 0.8 1110.0 383.0
 2.0 1.9 0.1 3.5 1.5 5677.0 246.0
 3.0 1.4 1.6 3.7 0.7 4475.0 451.0
 4.5 2.6 1.9 2.4 2.1 3756.0 77.0
 3.0 2.3 0.7 3.1 0.1 2082.0 664.0
 3.5 2.1 1.4 3.6 0.1 496.0 211.0
 2.5 1.4 1.1 3.0 0.5 502.0 352.0
 1.0 3.0 2.0 3.9 2.9 113.0 362.0
 1.0 1.8 0.8 2.1 1.1 990.0 357.0
 2.5 1.9 0.6 3.1 0.6 395.0 72.0
 4.0 2.6 1.4 2.9 1.1 2521.0 486.0
 1.5 1.6 0.1 3.6 2.1 5122.0 198.0
 4.0 2.3 1.7 3.6 0.4 2253.0 140.0
 2.5 1.9 0.6 3.7 1.2 3930.0 577.0
 4.0 2.1 1.9 3.4 0.6 1240.0 211.0
 4.0 2.6 1.4 3.6 0.4 171.0 462.0
 3.0 2.8 0.2 3.1 0.1 690.0 382.0
 4.0 2.4 1.6 3.7 0.3 1225.0 595.0
 2.5 3.2 0.7 4.1 1.6 183.0 430.0
 4.0 3.0 1.0 3.7 0.3 214.0 427.0
 3.5 1.5 2.0 3.5 0.0 3286.0 47.0
 4.0 1.9 2.1 4.0 0.0 4424.0 118.0
 4.5 2.2 2.3 3.7 0.8 2227.0 327.0
 4.5 2.9 1.6 4.2 0.3 177.0 158.0
 2.0 1.8 0.2 2.5 0.5 295.0 101.0
 1.5 2.2 0.7 3.8 2.3 1221.0 521.0
 5.0 3.0 2.0 4.2 0.8 736.0 465.0
 4.0 2.0 2.0 3.8 0.2 809.0 563.0
 4.0 2.7 1.3 3.8 0.2 434.0 18.0
 4.0 2.5 1.5 3.6 0.4 818.0 204.0
 5.0 2.8 2.2 3.5 1.5 598.0 452.0
 4.0 2.0 2.0 3.6 0.4 2567.0 517.0
 4.0 1.6 2.4 3.1 0.9 2089.0 563.0
 4.5 3.0 1.5 3.9 0.6 7.0 531.0
 3.0 3.0 0.0 3.1 0.1 42.0 618.0
 4.0 1.4 2.6 3.0 1.0 6865.0 426.0
 5.0 2.8 2.2 3.8 1.2 4470.0 477.0
 4.0 2.9 1.1 3.4 0.6 213.0 594.0
 4.0 1.2 2.8 3.5 0.5 3986.0 298.0
 3.0 3.3 0.3 2.6 0.4 2079.0 558.0
 4.0 3.4 0.6 4.1 0.1 143.0 341.0
 2.0 2.1 0.1 3.2 1.2 15.0 32.0
 5.0 2.9 2.1 3.7 1.3 44.0 66.0
 4.0 2.9 1.1 4.2 0.2 24.0 119.0
 5.0 3.1 1.9 3.8 1.2 1623.0 297.0
 5.0 3.7 1.3 3.3 1.7 90.0 510.0
 5.0 3.0 2.0 3.4 1.6 507.0 291.0
 4.5 1.9 2.6 4.1 0.4 974.0 175.0
 2.0 2.8 0.8 3.6 1.6 1051.0 263.0
 5.0 2.1 2.9 3.8 1.2 2329.0 563.0
 3.0 2.7 0.3 3.4 0.4 1240.0 569.0
 3.0 2.5 0.5 3.9 0.9 191.0 425.0
 3.5 2.0 1.5 3.6 0.1 3257.0 198.0
 4.0 2.5 1.5 3.8 0.2 181.0 345.0
 3.0 2.7 0.3 2.7 0.3 4274.0 191.0
 3.0 2.5 0.5 3.7 0.7 5535.0 382.0
 4.0 2.6 1.4 3.5 0.5 453.0 255.0
 1.5 2.2 0.7 3.1 1.6 746.0 34.0
 4.5 3.4 1.1 3.8 0.7 655.0 59.0
 4.5 2.1 2.4 3.8 0.7 3153.0 422.0
 5.0 2.6 2.4 4.1 0.9 1543.0 609.0
 3.5 1.5 2.0 3.5 0.0 6655.0 376.0
 3.5 2.5 1.0 3.6 0.1 835.0 76.0
 4.5 2.6 1.9 3.9 0.6 473.0 573.0
 4.0 2.8 1.2 3.7 0.3 44.0 282.0
 3.0 1.7 1.3 3.9 0.9 2158.0 310.0
 3.0 2.4 0.6 3.6 0.6 355.0 269.0
 3.5 0.9 2.6 3.4 0.1 8183.0 546.0
 5.0 3.3 1.7 3.5 1.5 1138.0 227.0
 3.0 1.8 1.2 3.7 0.7 1098.0 623.0
 3.0 2.9 0.1 3.8 0.8 224.0 33.0
 2.0 2.1 0.1 3.2 1.2 823.0 451.0
 5.0 1.8 3.2 4.0 1.0 3410.0 55.0
 3.5 2.3 1.2 3.9 0.4 264.0 504.0
 4.5 1.9 2.6 3.7 0.8 303.0 293.0
 4.0 2.8 1.2 3.8 0.2 1576.0 274.0
 4.5 2.3 2.2 3.4 1.1 1317.0 186.0
 2.0 1.8 0.2 2.7 0.7 1520.0 211.0
 4.5 2.5 2.0 3.2 1.3 2471.0 249.0
 3.0 3.1 0.1 3.3 0.3 817.0 645.0
 2.5 1.9 0.6 2.9 0.4 34.0 623.0
 4.5 1.4 3.1 4.4 0.1 2695.0 451.0
 4.0 3.1 0.9 3.8 0.2 261.0 441.0
 4.0 1.3 2.7 3.9 0.1 437.0 206.0
 4.0 3.3 0.7 3.9 0.1 106.0 124.0
 3.0 2.6 0.4 2.5 0.5 917.0 596.0
 3.0 1.7 1.3 3.1 0.1 916.0 604.0
 3.0 1.2 1.8 2.6 0.4 1607.0 14.0
 5.0 2.7 2.3 3.7 1.3 174.0 22.0
 4.5 3.1 1.4 4.3 0.2 631.0 493.0
 0.5 2.8 2.3 4.0 3.5 49.0 19.0
 3.0 2.6 0.4 4.0 1.0 49.0 469.0
 1.0 1.8 0.8 3.8 2.8 2132.0 517.0
 4.5 2.8 1.7 3.6 0.9 488.0 37.0
 3.0 2.4 0.6 3.5 0.5 1452.0 25.0
 3.0 2.2 0.8 3.5 0.5 5009.0 515.0
 0.5 1.2 0.7 1.5 1.0 7527.0 474.0
 4.0 2.5 1.5 3.4 0.6 943.0 76.0
 5.0 3.4 1.6 3.8 1.2 655.0 77.0
 3.0 2.9 0.1 3.5 0.5 72.0 533.0
 3.0 2.6 0.4 3.7 0.7 3003.0 613.0
 5.0 2.6 2.4 3.2 1.8 428.0 238.0
 4.0 2.8 1.2 4.0 0.0 436.0 320.0
 5.0 2.0 3.0 3.3 1.7 1666.0 370.0
 5.0 2.8 2.2 4.1 0.9 122.0 102.0
 4.0 2.8 1.2 3.6 0.4 2195.0 33.0
 5.0 2.1 2.9 3.2 1.8 2750.0 57.0
 3.5 2.2 1.3 3.6 0.1 1854.0 71.0
 5.0 3.3 1.7 4.3 0.7 160.0 3.0
 0.5 2.6 2.1 1.8 1.3 3131.0 344.0
 5.0 3.4 1.6 4.1 0.9 143.0 646.0
 4.0 2.3 1.7 4.1 0.1 698.0 658.0
 2.0 1.9 0.1 2.5 0.5 952.0 385.0
 3.0 1.6 1.4 3.3 0.3 826.0 212.0
 5.0 3.4 1.6 3.9 1.1 119.0 646.0
 5.0 2.6 2.4 3.8 1.2 170.0 55.0
 3.5 3.2 0.3 3.1 0.4 278.0 294.0
 4.5 2.6 1.9 4.2 0.3 474.0 74.0
 4.0 2.7 1.3 3.0 1.0 2085.0 495.0
 3.0 1.6 1.4 3.1 0.1 5658.0 563.0
 4.0 2.3 1.7 3.7 0.3 2020.0 256.0
 5.0 2.9 2.1 4.0 1.0 129.0 83.0
 3.5 2.2 1.3 3.7 0.2 118.0 393.0
 5.0 3.3 1.7 4.0 1.0 389.0 247.0
 1.0 3.1 2.1 2.9 1.9 647.0 213.0
 3.0 2.1 0.9 2.7 0.3 649.0 60.0
 3.5 2.5 1.0 3.4 0.1 2269.0 354.0
 3.0 2.5 0.5 4.1 1.1 559.0 204.0
 4.5 2.9 1.6 3.9 0.6 1041.0 361.0
 4.5 3.1 1.4 3.7 0.8 29.0 479.0
 5.0 1.9 3.1 4.4 0.6 740.0 546.0
 1.0 1.1 0.1 2.4 1.4 4108.0 212.0
 4.0 2.3 1.7 3.6 0.4 339.0 379.0
 3.5 3.5 0.0 4.0 0.5 479.0 543.0
 4.0 2.8 1.2 3.9 0.1 185.0 433.0
 3.0 2.5 0.5 4.3 1.3 398.0 389.0
 1.0 2.2 1.2 3.4 2.4 817.0 381.0
 4.0 2.0 2.0 4.0 0.0 5702.0 253.0
 4.5 3.4 1.1 4.0 0.5 143.0 266.0
 4.0 2.7 1.3 3.9 0.1 1600.0 480.0
 4.0 2.9 1.1 3.2 0.8 72.0 49.0
 4.0 2.7 1.3 3.5 0.5 622.0 181.0
 3.0 1.9 1.1 3.9 0.9 191.0 352.0
 3.0 3.0 0.0 3.3 0.3 88.0 589.0
 4.5 3.3 1.2 4.2 0.3 398.0 308.0
 3.0 2.9 0.1 2.1 0.9 721.0 489.0
 3.5 2.0 1.5 3.0 0.5 1410.0 401.0
 4.0 2.3 1.7 3.7 0.3 1732.0 269.0
 1.5 2.1 0.6 3.9 2.4 553.0 451.0
 4.0 1.7 2.3 3.6 0.4 2007.0 586.0
 5.0 2.7 2.3 3.4 1.6 139.0 517.0
 3.0 1.8 1.2 2.5 0.5 952.0 411.0
 3.0 1.6 1.4 3.1 0.1 3110.0 411.0
 3.0 1.4 1.6 3.3 0.3 2368.0 293.0
 2.0 3.1 1.1 3.1 1.1 145.0 344.0
 4.0 2.6 1.4 3.5 0.5 346.0 219.0
 5.0 3.1 1.9 3.7 1.3 652.0 82.0
 4.0 3.0 1.0 3.1 0.9 145.0 486.0
 1.5 1.3 0.2 2.9 1.4 3058.0 456.0
 4.5 2.7 1.8 3.6 0.9 1572.0 611.0
 4.5 2.0 2.5 3.3 1.2 1226.0 22.0
 2.5 0.9 1.6 3.4 0.9 7890.0 546.0
 3.0 2.0 1.0 4.1 1.1 2681.0 305.0
 4.0 1.2 2.8 3.0 1.0 7438.0 467.0
 2.5 2.1 0.4 3.6 1.1 355.0 72.0
 4.0 1.5 2.5 4.0 0.0 4424.0 481.0
 4.0 2.2 1.8 3.9 0.1 584.0 619.0
 4.0 2.4 1.6 3.0 1.0 683.0 415.0
 3.5 2.5 1.0 2.7 0.8 947.0 16.0
 4.5 3.1 1.4 3.9 0.6 134.0 90.0
 5.0 1.5 3.5 2.0 3.0 2908.0 29.0
 3.5 2.8 0.7 4.0 0.5 2055.0 432.0
 5.0 2.9 2.1 3.7 1.3 57.0 661.0
 5.0 1.6 3.4 4.1 0.9 802.0 563.0
 3.0 2.6 0.4 2.9 0.1 442.0 529.0
 3.5 1.0 2.5 4.0 0.5 5374.0 212.0
 3.0 2.5 0.5 3.2 0.2 281.0 475.0
 4.0 1.3 2.7 3.6 0.4 7135.0 546.0
 4.0 2.5 1.5 3.5 0.5 507.0 129.0
 5.0 2.7 2.3 4.2 0.8 99.0 554.0
 3.5 2.5 1.0 3.3 0.2 714.0 199.0
 5.0 3.0 2.0 3.8 1.2 23.0 384.0
 4.5 1.7 2.8 4.8 0.3 5248.0 619.0
 4.5 3.5 1.0 3.9 0.6 468.0 114.0
 4.0 3.0 1.0 3.6 0.4 364.0 478.0
 3.5 1.9 1.6 3.1 0.4 1361.0 579.0
 3.0 2.2 0.8 3.8 0.8 1026.0 574.0
 4.0 2.3 1.7 3.8 0.2 2329.0 201.0
 4.5 2.8 1.7 3.7 0.8 350.0 653.0
 5.0 1.9 3.1 4.0 1.0 884.0 546.0
 3.5 2.1 1.4 4.0 0.5 298.0 467.0
 4.0 1.8 2.2 3.8 0.2 1946.0 623.0
 2.5 1.6 0.9 3.5 1.0 614.0 352.0
 4.0 2.1 1.9 4.4 0.4 241.0 563.0
 5.0 3.6 1.4 3.5 1.5 69.0 567.0
 4.0 1.9 2.1 2.7 1.3 2635.0 387.0
 3.5 2.5 1.0 3.5 0.0 297.0 76.0
 4.0 3.5 0.5 3.3 0.7 714.0 210.0
 4.0 1.4 2.6 3.7 0.3 565.0 623.0
 2.0 2.3 0.3 2.7 0.7 35.0 517.0
 4.0 2.7 1.3 3.4 0.6 945.0 549.0
 5.0 2.6 2.4 4.2 0.8 24.0 379.0
 4.0 2.1 1.9 3.2 0.8 360.0 462.0
 2.5 1.5 1.0 3.2 0.7 6812.0 383.0
 1.0 2.1 1.1 2.2 1.2 860.0 311.0
 3.0 2.5 0.5 4.1 1.1 2148.0 33.0
 5.0 1.3 3.7 3.0 2.0 4305.0 563.0
 5.0 3.2 1.8 4.1 0.9 1289.0 518.0
 3.5 2.9 0.6 3.8 0.3 497.0 145.0
 4.0 2.7 1.3 3.7 0.3 69.0 167.0
 4.0 2.3 1.7 2.5 1.5 6698.0 543.0
 3.0 1.3 1.7 3.0 0.0 8427.0 563.0
 3.0 1.2 1.8 3.9 0.9 2012.0 456.0
 4.5 2.9 1.6 3.9 0.6 136.0 493.0
 3.0 2.9 0.1 2.9 0.1 805.0 251.0
 3.5 2.5 1.0 3.7 0.2 214.0 129.0
 3.0 2.5 0.5 3.2 0.2 667.0 253.0
 4.0 3.0 1.0 3.6 0.4 488.0 7.0
 3.0 1.8 1.2 3.3 0.3 5263.0 508.0
 2.0 1.3 0.7 2.0 0.0 4853.0 563.0
 3.5 2.0 1.5 4.4 0.9 740.0 460.0
 4.0 2.1 1.9 3.5 0.5 1068.0 29.0
 3.0 1.6 1.4 4.2 1.2 5903.0 574.0
 4.0 2.8 1.2 3.3 0.7 111.0 595.0
 3.0 2.5 0.5 2.9 0.1 67.0 395.0
 3.5 2.4 1.1 4.1 0.6 768.0 96.0
 4.0 2.6 1.4 4.1 0.1 183.0 55.0
 4.0 3.2 0.8 3.4 0.6 64.0 65.0
 2.5 1.0 1.5 2.9 0.4 8706.0 623.0
 5.0 2.8 2.2 4.3 0.7 2153.0 584.0
 3.0 2.3 0.7 2.9 0.1 1080.0 104.0
 4.0 2.8 1.2 3.7 0.3 682.0 241.0
 5.0 1.8 3.2 4.0 1.0 1027.0 546.0
 3.5 1.5 2.0 4.1 0.6 3563.0 451.0
 4.0 2.4 1.6 3.7 0.3 1098.0 462.0
 4.0 2.6 1.4 3.2 0.8 262.0 653.0
 4.0 3.4 0.6 3.4 0.6 2171.0 558.0
 2.0 2.5 0.5 3.3 1.3 696.0 55.0
 4.0 1.4 2.6 3.1 0.9 1407.0 426.0
 4.0 1.1 2.9 4.5 0.5 2440.0 546.0
 3.5 2.6 0.9 3.6 0.1 110.0 47.0
 4.0 2.1 1.9 2.8 1.2 2705.0 94.0
 2.0 2.2 0.2 3.3 1.3 861.0 311.0
 5.0 2.3 2.7 4.0 1.0 190.0 357.0
 3.5 1.2 2.3 3.8 0.3 2233.0 623.0
 5.0 1.8 3.2 3.6 1.4 5724.0 256.0
 4.0 2.3 1.7 2.5 1.5 4489.0 524.0
 3.0 2.1 0.9 3.2 0.2 3120.0 118.0
 2.5 2.5 0.0 4.0 1.5 129.0 626.0
 4.5 2.5 2.0 3.8 0.7 416.0 422.0
 5.0 2.9 2.1 4.1 0.9 731.0 641.0
 3.0 2.9 0.1 3.9 0.9 495.0 406.0
 4.0 1.8 2.2 3.6 0.4 4531.0 651.0
 5.0 3.3 1.7 4.0 1.0 738.0 234.0
 2.5 2.8 0.3 4.1 1.6 122.0 647.0
 2.0 1.2 0.8 3.0 1.0 6385.0 310.0
 3.5 2.7 0.8 4.0 0.5 298.0 401.0
 4.0 2.7 1.3 3.5 0.5 101.0 329.0
 3.5 2.1 1.4 3.7 0.2 4683.0 129.0
 3.0 2.0 1.0 3.4 0.4 2601.0 311.0
 4.5 1.1 3.4 3.2 1.3 1752.0 546.0
 4.0 2.5 1.5 2.9 1.1 285.0 423.0
 2.5 1.9 0.6 3.3 0.8 1077.0 211.0
 3.0 1.4 1.6 2.1 0.9 4654.0 563.0
 2.0 2.1 0.1 3.5 1.5 76.0 310.0
 5.0 2.8 2.2 4.1 0.9 189.0 343.0
 5.0 2.7 2.3 3.9 1.1 326.0 101.0
 3.0 2.4 0.6 3.4 0.4 1396.0 595.0
 4.0 2.4 1.6 3.5 0.5 521.0 533.0
 4.0 1.6 2.4 3.9 0.1 5104.0 194.0
 4.0 1.5 2.5 4.1 0.1 5561.0 528.0
 3.5 1.9 1.6 3.3 0.2 1707.0 298.0
 4.5 2.9 1.6 3.2 1.3 1166.0 62.0
 4.0 1.8 2.2 3.3 0.7 2763.0 194.0
 4.5 2.1 2.4 5.0 0.5 6525.0 620.0
 2.5 1.8 0.7 3.8 1.3 477.0 261.0
 4.0 2.1 1.9 3.0 1.0 8649.0 620.0
 0.5 1.0 0.5 2.9 2.4 8873.0 623.0
 4.0 2.5 1.5 3.9 0.1 4800.0 291.0
 3.5 2.2 1.3 2.6 0.9 5212.0 271.0
 3.5 3.2 0.3 3.7 0.2 489.0 15.0
 3.5 2.6 0.9 4.0 0.5 630.0 22.0
 4.0 3.1 0.9 4.1 0.1 179.0 419.0
 4.0 1.1 2.9 3.2 0.8 1542.0 212.0
 4.0 2.4 1.6 3.1 0.9 922.0 110.0
 4.0 3.0 1.0 4.3 0.3 782.0 33.0
 4.0 1.0 3.0 4.0 0.0 7568.0 546.0
 4.0 2.5 1.5 4.1 0.1 122.0 199.0
 2.5 2.0 0.5 3.4 0.9 2296.0 383.0
 4.0 1.4 2.6 1.0 3.0 7086.0 426.0
 3.0 1.9 1.1 3.0 0.0 63.0 211.0
 2.5 2.1 0.4 3.3 0.8 826.0 211.0
 3.5 2.4 1.1 3.3 0.2 1413.0 573.0
 3.0 1.6 1.4 3.0 0.0 3587.0 72.0
 3.0 1.8 1.2 4.0 1.0 584.0 456.0
 4.5 3.0 1.5 3.9 0.6 412.0 165.0
 4.0 2.4 1.6 3.7 0.3 2252.0 517.0
 4.0 2.2 1.8 3.2 0.8 1522.0 571.0
 1.0 1.2 0.2 3.3 2.3 5160.0 474.0
 4.0 2.1 1.9 3.5 0.5 5165.0 479.0
 2.0 2.3 0.3 2.7 0.7 240.0 118.0
 3.0 2.8 0.2 3.1 0.1 75.0 278.0
 4.0 1.7 2.3 3.2 0.8 2268.0 149.0
 3.5 3.0 0.5 3.6 0.1 330.0 432.0
 2.5 2.2 0.3 3.5 1.0 658.0 460.0
 3.5 2.1 1.4 3.4 0.1 1154.0 175.0
 4.0 2.3 1.7 4.1 0.1 179.0 194.0
 4.0 2.8 1.2 3.4 0.6 263.0 643.0
 4.0 2.3 1.7 3.6 0.4 492.0 379.0
 5.0 2.6 2.4 3.5 1.5 867.0 646.0
 5.0 2.9 2.1 3.0 2.0 936.0 50.0
 3.0 1.6 1.4 2.8 0.2 7305.0 460.0
 4.0 2.8 1.2 3.0 1.0 2562.0 576.0
 5.0 1.9 3.1 3.5 1.5 4356.0 95.0
 4.0 2.5 1.5 3.7 0.3 1527.0 87.0
 3.0 1.1 1.9 3.7 0.7 1073.0 546.0
 3.5 2.9 0.6 3.4 0.1 101.0 236.0
 3.5 2.6 0.9 3.5 0.0 50.0 129.0
 5.0 2.7 2.3 3.5 1.5 58.0 85.0
 3.0 3.1 0.1 3.0 0.0 84.0 290.0
 1.5 1.2 0.3 3.0 1.5 5186.0 474.0
 2.5 3.0 0.5 3.5 1.0 465.0 291.0
 0.5 2.6 2.1 3.6 3.1 339.0 526.0
 1.5 1.4 0.1 3.6 2.1 4361.0 546.0
 3.0 2.2 0.8 3.1 0.1 651.0 381.0
 3.0 2.9 0.1 2.5 0.5 2251.0 588.0
 4.0 1.0 3.0 2.0 2.0 7048.0 546.0
 4.0 1.2 2.8 3.8 0.2 1124.0 413.0
 2.5 1.5 1.0 3.2 0.7 6782.0 383.0
 3.5 2.6 0.9 4.1 0.6 3230.0 479.0
 4.5 3.2 1.3 4.0 0.5 153.0 202.0
 4.0 2.1 1.9 3.7 0.3 250.0 305.0
 3.5 2.1 1.4 3.6 0.1 1601.0 211.0
 4.0 1.4 2.6 3.9 0.1 306.0 14.0
 4.5 3.1 1.4 3.8 0.7 358.0 291.0
 5.0 3.1 1.9 4.1 0.9 459.0 159.0
 4.0 2.8 1.2 4.0 0.0 298.0 485.0
 4.5 3.0 1.5 3.6 0.9 478.0 135.0
 3.0 1.8 1.2 3.1 0.1 4238.0 451.0
 3.0 2.3 0.7 3.6 0.6 310.0 129.0
 4.5 1.9 2.6 4.2 0.3 390.0 546.0
 3.0 1.7 1.3 3.4 0.4 4379.0 451.0
 1.0 2.5 1.5 3.5 2.5 697.0 311.0
 3.0 1.3 1.7 3.3 0.3 3965.0 467.0
 3.0 2.0 1.0 3.6 0.6 1068.0 293.0
 3.0 1.6 1.4 3.0 0.0 6577.0 570.0
 1.0 2.4 1.4 4.0 3.0 781.0 347.0
 4.0 3.2 0.8 4.1 0.1 179.0 386.0
 4.5 2.6 1.9 4.2 0.3 767.0 137.0
 5.0 1.7 3.3 4.1 0.9 2314.0 80.0
 4.0 2.7 1.3 3.5 0.5 55.0 533.0
 1.0 2.4 1.4 3.0 2.0 1105.0 450.0
 3.5 2.5 1.0 3.6 0.1 492.0 76.0
 2.0 1.7 0.3 2.3 0.3 2591.0 664.0
 4.5 2.3 2.2 3.6 0.9 1468.0 573.0
 3.5 1.2 2.3 3.2 0.3 1627.0 546.0
 3.5 2.4 1.1 3.8 0.3 892.0 74.0
 4.5 2.6 1.9 3.2 1.3 8.0 296.0
 3.0 2.0 1.0 3.1 0.1 351.0 451.0
 4.5 1.5 3.0 3.7 0.8 3201.0 528.0
 3.5 2.2 1.3 4.0 0.5 2374.0 595.0
 4.0 1.4 2.6 2.5 1.5 3926.0 381.0
 4.0 2.8 1.2 3.9 0.1 828.0 549.0
 3.0 1.7 1.3 2.3 0.7 1555.0 204.0
 3.0 2.6 0.4 2.8 0.2 662.0 91.0
 3.0 3.0 0.0 2.8 0.2 321.0 160.0
 4.0 3.2 0.8 4.1 0.1 179.0 56.0
 4.0 2.1 1.9 3.4 0.6 833.0 149.0
 3.0 2.4 0.6 3.0 0.0 4751.0 138.0
 3.5 3.1 0.4 3.0 0.5 86.0 427.0
 3.0 2.0 1.0 3.8 0.8 332.0 352.0
 5.0 2.4 2.6 3.1 1.9 4363.0 97.0
 3.5 1.9 1.6 3.0 0.5 683.0 164.0
 3.0 2.9 0.1 3.1 0.1 986.0 568.0
